Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm
9142,"Domec, Jean-Christophe; King, John S.; Ward, Eric; Oishi, A. Christopher; Palmroth, Sari; Radecki, Andrew; Bell, Dave M.; Miao, Guofang; Gavazzi, Michael; Johnson, Daniel M.; McNulty, Steve G.; Sun, Ge; Noormets, Asko",Conversion of natural forests to managed forest plantations decreases tree resistance to prolonged droughts,FOREST ECOLOGY AND MANAGEMENT,355,,58,71,2015,,,,,10.1016/j.foreco.2015.04.012,N,3,1/13/2017,
9143,"Ward, Eric J.; Domec, Jean-Christophe; Laviner, Marshall A.; Fox, Thomas R.; Sun, Ge; McNulty, Steve; King, John; Noormets, Asko",Fertilization intensifies drought stress: Water use and stomatal conductance of Pinus taeda in a midrotation fertilization and throughfall reduction experiment,FOREST ECOLOGY AND MANAGEMENT,355,,72,82,2015,,,,,10.1016/j.foreco.2015.04.009,N,4,1/13/2017,
9144,"Herbst, Mathias; Mund, Martina; Tamrakar, Rijan; Knohl, Alexander",Differences in carbon uptake and water use between a managed and an unmanaged beech forest in central Germany,FOREST ECOLOGY AND MANAGEMENT,355,,101,108,2015,,,N,Y,10.1016/j.foreco.2015.05.034,N,2,1/13/2017,
9145,"Noormets, A.; Epron, D.; Domec, J. C.; McNulty, S. G.; Fox, T.; Sun, G.; King, J. S.",Effects of forest management on productivity and carbon sequestration: A review and hypothesis,FOREST ECOLOGY AND MANAGEMENT,355,,124,140,2015,,,,,10.1016/j.foreco.2015.05.019,N,3,1/13/2017,
9146,"Pardo, N.; Sanchez, M. L.; Perez, I. A.; Garcia, M. A.",Energy balance and partitioning over a rotating rapeseed crop,AGRICULTURAL WATER MANAGEMENT,161,,31,40,2015,,,,,10.1016/j.agwat.2015.07.015,N,4,1/13/2017,
9147,"Cuc Kim Thi Tran; Rose, Michael T.; Cavagnaro, Timothy R.; Patti, Antonio F.",Lignite amendment has limited impacts on soil microbial communities and mineral nitrogen availability,APPLIED SOIL ECOLOGY,95,,140,150,2015,,,,,10.1016/j.apsoil.2015.06.020,N,4,1/13/2017,
9148,"Vourlitis, George L.; Fernandez, John S.",Carbon and nitrogen mineralization of semi-arid shrubland soils exposed to chronic nitrogen inputs and pulses of labile carbon and nitrogen,JOURNAL OF ARID ENVIRONMENTS,122,,37,45,2015,,,,,10.1016/j.jaridenv.2015.06.007,N,3,1/13/2017,
9149,"Lardner, Tim; George, Suman; Tibbett, Mark",Interacting controls on innate sources of CO2 efflux from a calcareous arid zone soil under experimental acidification and wetting,JOURNAL OF ARID ENVIRONMENTS,122,,117,123,2015,,,,,10.1016/j.jaridenv.2015.07.001,N,3,1/13/2017,
9150,"Gonzalez-Ubierna, S.; de la Cruz, M. T.; Casermeiro, M. A.",How do biodegradable organic residues affect soil CO2 emissions? Case study of a Mediterranean agro-ecosystem,SOIL & TILLAGE RESEARCH,153,,48,58,2015,,,Y,Y,10.1016/j.still.2015.05.002,N,2,1/13/2017,
9151,"Pumpanen, Jukka; Kulmala, Liisa; Linden, Aki; Kolari, Pasi; Nikinmaa, Eero; Hari, Pertti",Seasonal dynamics of autotrophic respiration in boreal forest soil estimated by continuous chamber measurements,BOREAL ENVIRONMENT RESEARCH,20,5,637,650,2015,,,Y,Y,,N,1,1/13/2017,
9152,"Zhang, Tao; Zhang, Yangjian; Xu, Mingjie; Zhu, Juntao; Wimberly, Michael C.; Yu, Guirui; Niu, Shuli; Xi, Yi; Zhang, Xianzhou; Wang, Jingsheng",Light-intensity grazing improves alpine meadow productivity and adaption to climate change on the Tibetan Plateau,SCIENTIFIC REPORTS,5,,,,2015,,,,,10.1038/srep15949,N,3,1/13/2017,
9153,"Bastida, F.; Selevsek, N.; Torres, I. F.; Hernandez, T.; Garcia, C.",Soil restoration with organic amendments: linking cellular functionality and ecosystem processes,SCIENTIFIC REPORTS,5,,,,2015,,,,,10.1038/srep15550,N,4,1/13/2017,
9154,"Singh, Mangal; Awasthi, Ashutosh; Soni, Sumit K.; Singh, Rakshapal; Verma, Rajesh K.; Kalra, Alok",Complementarity among plant growth promoting traits in rhizospheric bacterial communities promotes plant growth,SCIENTIFIC REPORTS,5,,,,2015,,,,,10.1038/srep15500,N,4,1/13/2017,
9155,"Wang, Ping; Liu, Yalong; Li, Lianqing; Cheng, Kun; Zheng, Jufeng; Zhang, Xuhui; Zheng, Jinwei; Joseph, Stephen; Pan, Genxing",Long-term rice cultivation stabilizes soil organic carbon and promotes soil microbial activity in a salt marsh derived soil chronosequence,SCIENTIFIC REPORTS,5,,,,2015,,,N,Y,10.1038/srep15704,N,2,1/13/2017,
9156,"Pedone, M.; Viveiros, F.; Aiuppa, A.; Giudice, G.; Grassa, F.; Gagliano, A. L.; Francofonte, V.; Ferreira, T.",Total (fumarolic plus diffuse soil) CO2 output from Furnas volcano,EARTH PLANETS AND SPACE,67,,,,2015,,,,,10.1186/s40623-015-0345-5,N,3,1/13/2017,
9157,"Zhang, Xiaolin; Tan, Yulian; Li, Ang; Ren, Tingting; Chen, Shiping; Wang, Lixin; Huang, Jianhui",Water and nitrogen availability co-control ecosystem CO2 exchange in a semiarid temperate steppe,SCIENTIFIC REPORTS,5,,,,2015,,,N,Y,10.1038/srep15549,N,2,1/13/2017,
9158,"Barros, N.; Pineiro, V.; Hansen, L. D.",Calorespirometry: A novel tool to assess the effect of temperature on soil organic matter decomposition,THERMOCHIMICA ACTA,618,,15,17,2015,,,,,10.1016/j.tca.2015.09.005,N,4,1/13/2017,
9159,"Walker, Jennifer C.; Xu, Xiaomei; Fahrni, Simon M.; Lupascu, Massimo; Czimczik, Claudia I.",Developing a passive trap for diffusive atmospheric (CO2)-C-14 sampling,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,361,,632,637,2015,,13th International Conference on Accelerator Mass Spectrometry (AMS),,,10.1016/j.nimb.2015.05.030,N,4,1/13/2017,
9160,"Laganiere, Jerome; Cavard, Xavier; Brassard, Brian W.; Pare, David; Bergeron, Yves; Chen, Han Y. H.",The influence of boreal tree species mixtures on ecosystem carbon storage and fluxes,FOREST ECOLOGY AND MANAGEMENT,354,,119,129,2015,,,Y,Y,10.1016/j.foreco.2015.06.029,N,2,1/13/2017,
9161,"Ward, Collin P.; Cory, Rose M.",Chemical composition of dissolved organic matter draining permafrost soils,GEOCHIMICA ET COSMOCHIMICA ACTA,167,,63,79,2015,,,,,10.1016/j.gca.2015.07.001,N,3,1/13/2017,
9162,"Christiansen, Jesper Riis; Outhwaite, Josh; Smukler, Sean M.","Comparison of CO2, CH4 and N2O soil-atmosphere exchange measured in static chambers with cavity ring-down spectroscopy and gas chromatography",AGRICULTURAL AND FOREST METEOROLOGY,211,,48,57,2015,,,N,Y,10.1016/j.agrformet.2015.06.004,N,2,1/13/2017,
9163,"Potier, E.; Ogee, J.; Jouanguy, J.; Lamaud, E.; Stella, P.; Personne, E.; Durand, B.; Mascher, N.; Loubet, B.",Multi layer modelling of ozone fluxes on winter wheat reveals large deposition on wet senescing leaves,AGRICULTURAL AND FOREST METEOROLOGY,211,,58,71,2015,,,,,10.1016/j.agrformet.2015.05.006,N,4,1/13/2017,
9164,"Froelich, Norma; Croft, Holly; Chen, Jing M.; Gonsamo, Alemu; Staebler, Ralf M.","Trends of carbon fluxes and climate over a mixed temperate-boreal transition forest in southern Ontario, Canada",AGRICULTURAL AND FOREST METEOROLOGY,211,,72,84,2015,,,N,Y,10.1016/j.agrformet.2015.05.009,N,2,1/13/2017,
9165,"El Masri, Bassil; Shu, Shijie; Jain, Atul K.","Implementation of a dynamic rooting depth and phenology into a land surface model: Evaluation of carbon, water, and energy fluxes in the high latitude ecosystems",AGRICULTURAL AND FOREST METEOROLOGY,211,,85,99,2015,,,,,10.1016/j.agrformet.2015.06.002,N,3,1/13/2017,
9166,"Wu, L.; Rees, R. M.; Tarsitano, D.; Zhang, Xubo; Jones, S. K.; Whitmore, A. P.",Simulation of nitrous oxide emissions at field scale using the SPACSYS model,SCIENCE OF THE TOTAL ENVIRONMENT,530,,76,86,2015,,,,,10.1016/j.scitotenv.2015.05.064,N,4,1/13/2017,
9167,"Razavi, Bahar S.; Blagodatskaya, Evgenia; Kuzyakov, Yakov",Nonlinear temperature sensitivity of enzyme kinetics explains canceling effect - a case study on loamy haplic Luvisol,FRONTIERS IN MICROBIOLOGY,6,,,,2015,,,,,10.3389/fmicb.2015.01126,N,4,1/13/2017,
9168,"Lammel, Daniel R.; Feigl, Brigitte J.; Cerri, Carlos C.; Nuesslein, Klaus","Specific microbial gene abundances and soil parameters contribute to C, N, and greenhouse gas process rates after land use change in Southern Amazonian Soils",FRONTIERS IN MICROBIOLOGY,6,,,,2015,,,,,10.3389/fmicb.2015.01057,N,3,1/13/2017,
9169,"Wang, Yang; Boelter, Manfred; Chang, Qingrui; Duttmann, Rainer; Scheltz, Annette; Petersen, James F.; Wang, Zhanli",Driving factors of temporal variation in agricultural soil respiration,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,65,7,589,604,2015,,,Y,Y,10.1080/09064710.2015.1036305,N,2,1/13/2017,
9170,"Wang, Y.; Boelter, M.; Chang, Q.; Duttmann, R.; Scheltz, A.; Petersen, J. F.; Wang, Z.","Driving factors of temporal variation in agricultural soil respiration (vol 65, pg 589, 2015)",ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,65,7,680,680,2015,,,,,10.1080/09064710.2015.1054083,N,4,1/13/2017,
9171,"Hornbach, Daniel J.; Beckel, Rick; Hustad, Erin N.; McAdam, Dylan P.; Roen, Inga M.; Wareham, Amanda J.","The influence of riparian vegetation and season on stream metabolism of Valley Creek, Minnesota",JOURNAL OF FRESHWATER ECOLOGY,30,4,569,588,2015,,,,,10.1080/02705060.2015.1063096,N,3,1/13/2017,
9172,"da Silva, Selma Cristina; Bernardes, Ricardo Silveira; Gerosa Ramos, Maria Lucrecia",Removal of organic matter fraction from sewage in constructed wetland soil,ENGENHARIA SANITARIA E AMBIENTAL,20,4,533,542,2015,,,,,10.1590/S1413-41522015020040075357,N,3,1/13/2017,
9173,"Papale, Dario; Black, T. Andrew; Carvalhais, Nuno; Cescatti, Alessandro; Chen, Jiquan; Jung, Martin; Kiely, Gerard; Lasslop, Gitta; Mahecha, Miguel D.; Margolis, Hank; Merbold, Lutz; Montagnani, Leonardo; Moors, Eddy; Olesen, Jorgen E.; Reichstein, Markus; Tramontana, Gianluca; van Gorsel, Eva; Wohlfahrt, Georg; Raduly, Botond",Effect of spatial sampling from European flux towers for estimating carbon and water fluxes with artificial neural networks,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,120,10,1941,1957,2015,,,N,Y,10.1002/2015JG002997,N,2,1/13/2017,
9174,"Verduzco, Vivian S.; Garatuza-Payan, Jaime; Yepez, Enrico A.; Watts, Christopher J.; Rodriguez, Julio C.; Robles-Morua, Agustin; Vivoni, Enrique R.",Variations of net ecosystem production due to seasonal precipitation differences in a tropical dry forest of northwest Mexico,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,120,10,2081,2094,2015,,,N,Y,10.1002/2015JG003119,N,2,1/13/2017,
9175,"Peiffer, Loic; Wanner, Christoph; Pan, Lehua",Numerical modeling of cold magmatic CO2 flux measurements for the exploration of hidden geothermal systems,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,120,10,6856,6877,2015,,,,,10.1002/2015JB012258,N,4,1/13/2017,
9176,"Karishma, M.; Trivedi, Vikas D.; Choudhary, Alpa; Mhatre, Akanksha; Kambli, Pranita; Desai, Jinal; Phale, Prashant S.",Analysis of preference for carbon source utilization among three strains of aromatic compounds degrading Pseudomonas,FEMS MICROBIOLOGY LETTERS,362,20,,,2015,,,,,10.1093/femsle/fnv139,N,4,1/13/2017,
9177,"Tang, Xiaolu; Fan, Shaohui; Qi, Lianghua; Guan, Fengying; Cai, Chunju; Du, Manyi",Soil respiration and carbon balance in a Moso bamboo (Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens) forest in subtropical China,IFOREST-BIOGEOSCIENCES AND FORESTRY,8,,606,614,2015,,,Y,Y,10.3832/ifor1360-007,N,1,1/13/2017,
9178,"Henriksson, Nils; Tarvainen, Lasse; Lim, Hyungwoo; Tor-Ngern, Pantana; Palmroth, Sari; Oren, Ram; Marshall, John; Nasholm, Torgny",Stem compression reversibly reduces phloem transport in Pinus sylvestris trees,TREE PHYSIOLOGY,35,10,1075,1085,2015,,,N,Y,10.1093/treephys/tpv078,N,2,1/13/2017,
9179,"Xu, Z. X.; Zhang, Y.; Yao, Y.; Li, H. M.; Li, L.",Allelopathic effects of Casuarina equisetifolia extracts on seed germination of native tree species,ALLELOPATHY JOURNAL,36,2,283,292,2015,,,,,,N,4,1/13/2017,
9180,"Chiodini, Giovanni; Cardellini, Carlo; Lamberti, Maria Clara; Agusto, Mariano; Caselli, Alberto; Liccioli, Caterina; Tamburello, Giancarlo; Tassi, Franco; Vaselli, Orlando; Caliro, Stefano",Carbon dioxide diffuse emission and thermal energy release from hydrothermal systems at Copahue-Caviahue Volcanic Complex (Argentina),JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,304,,294,303,2015,,,,,10.1016/j.jvolgeores.2015.09.007,N,4,1/13/2017,
9181,"Lovelock, Catherine E.; Simpson, Lorae T.; Duckett, Lisa J.; Feller, Ilka C.",Carbon Budgets for Caribbean Mangrove Forests of Varying Structure and with Phosphorus Enrichment,Forests,6,10,3528,3546,2015,,,Y,Y,10.3390/f6103528,N,1,1/13/2017,
9182,"Wolf, Julie; West, Tristram O.; Le Page, Yannick; Kyle, G. Page; Zhang, Xuesong; Collatz, G. James; Imhoff, Marc L.",Biogenic carbon fluxes from global agricultural production and consumption,GLOBAL BIOGEOCHEMICAL CYCLES,29,10,1617,1639,2015,,,,,10.1002/2015GB005119,N,3,1/13/2017,
9183,"Shi, Liyun; Kim, Wan Soon",Effect of Drought Stress during Supplemental Lighting on Diurnal Photosynthesis of Cut rose 'Charming Black',HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,56,5,582,587,2015,,,,,10.1007/s13580-015-0055-8,N,4,1/13/2017,
9184,"Guo, Linlin; Nishimura, Taku; Imoto, Hiromi; Sun, Zhigang",Applicability of soil column incubation experiments to measure CO2 efflux,INTERNATIONAL AGROPHYSICS,29,4,413,421,2015,,,,,10.1515/intag-2015-0047,N,3,1/13/2017,
9185,"Reed, Sasha C.; Yang, Xiaojuan; Thornton, Peter E.","Incorporating phosphorus cycling into global modeling efforts: a worthwhile, tractable endeavor",NEW PHYTOLOGIST,208,2,324,329,2015,,,,,10.1111/nph.13521,N,4,1/13/2017,
9186,"Brundrett, Maeghan; Horita, Juske; Anderson, Todd; Pardue, John; Reible, Danny; Jackson, W. Andrew","The use of chlorate, nitrate, and perchlorate to promote crude oil mineralization in salt marsh sediments",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,22,20,15377,15385,2015,,,,,10.1007/s11356-015-4435-5,N,4,1/13/2017,
9187,"Ge, Liqiang; Cang, Long; Liu, Hui; Zhou, Dongmei",Effects of different warming patterns on the translocations of cadmium and copper in a soil-rice seedling system,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,22,20,15835,15843,2015,,,,,10.1007/s11356-015-4760-8,N,4,1/13/2017,
9188,"Doetterl, Sebastian; Stevens, Antoine; Six, Johan; Merckx, Roel; Van Oost, Kristof; Casanova Pinto, Manuel; Casanova-Katny, Angelica; Munoz, Cristina; Boudin, Mathieu; Zagal Venegas, Erick; Boeckx, Pascal",Soil carbon storage controlled by interactions between geochemistry and climate,NATURE GEOSCIENCE,8,10,780,+,2015,,,,,10.1038/NGEO2516,N,3,1/13/2017,
9189,"Rajan, Nithya; Maas, Stephan J.; Cui, Song",Extreme drought effects on summer evapotranspiration and energy balance of a grassland in the Southern Great Plains,ECOHYDROLOGY,8,7,1194,1204,2015,,,,,10.1002/eco.1574,N,3,1/13/2017,
9190,"Xie, Jing; Jia, Xin; He, Guimei; Zhou, Caixian; Yu, Haiqun; Wu, Yajuan; Bourque, Charles P. -A.; Liu, He; Zha, Tianshan",Environmental control over seasonal variation in carbon fluxes of an urban temperate forest ecosystem,LANDSCAPE AND URBAN PLANNING,142,,63,70,2015,,,,,10.1016/j.landurbplan.2015.04.011,N,3,1/13/2017,
9191,"Fitzpatrick, Connor R.; Agrawal, Anurag A.; Basiliko, Nathan; Hastings, Amy P.; Isaac, Marney E.; Preston, Michael; Johnson, Marc T. J.",The importance of plant genotype and contemporary evolution for terrestrial ecosystem processes,ECOLOGY,96,10,2632,2642,2015,,,,,10.1890/14-2333.1.sm,N,4,1/13/2017,
9192,"Tabasi, Ramin Yousefzadeh; Ajji, Abdellah",Selective degradation of biodegradable blends in simulated laboratory composting,POLYMER DEGRADATION AND STABILITY,120,,435,442,2015,,,,,10.1016/j.polymdegradstab.2015.07.020,N,4,1/13/2017,
9193,"Corstanje, R.; Deeks, L. R.; Whitmore, A. P.; Gregory, A. S.; Ritz, K.",Probing the basis of soil resilience,SOIL USE AND MANAGEMENT,31,,72,81,2015,,,,,10.1111/sum.12107,N,3,1/13/2017,
9194,"Shi, Wei-Yu; Su, Li-Jun; Song, Yi; Ma, Ming-Guo; Du, Sheng",A Monte Carlo approach to estimate the uncertainty in soil CO2 emissions caused by spatial and sample size variability,ECOLOGY AND EVOLUTION,5,19,4480,4491,2015,,,N,Y,10.1002/ece3.1729,N,2,1/13/2017,
9195,"Yu, Yongxiang; Zhao, Chengyi",Modelling soil and root respiration in a cotton field using the DNDC model,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,178,5,787,791,2015,,,,,10.1002/jpln.201500271,N,3,1/13/2017,
9196,"Walter, Katja; Don, Axel; Flessa, Heinz",Net N2O and CH4 soil fluxes of annual and perennial bioenergy crops in two central German regions,BIOMASS & BIOENERGY,81,,556,567,2015,,,,,10.1016/j.biombioe.2015.08.011,N,4,1/13/2017,
9197,"Zhi, Wei; Yuan, Li; Ji, Guodong; Liu, Yangsheng; Cai, Zhang; Chen, Xi",A bibliometric review on carbon cycling research during 1993-2013,ENVIRONMENTAL EARTH SCIENCES,74,7,6065,6075,2015,,,,,10.1007/s12665-015-4629-7,N,4,1/13/2017,
9198,"Ma, Shaoxiu; Lardy, Romain; Graux, Anne-Isabelle; Ben Touhami, Haythem; Klumpp, Katja; Martin, Raphael; Bellocchi, Gianni",Regional-scale analysis of carbon and water cycles on managed grassland systems,ENVIRONMENTAL MODELLING & SOFTWARE,72,,356,371,2015,,,,,10.1016/j.envsoft.2015.03.007,N,3,1/13/2017,
9199,"Shen, Zhaoyi; Chen, Zhuo; Hou, Zhen; Li, Tingting; Lu, Xiaoxia",Ecotoxicological effect of zinc oxide nanoparticles on soil microorganisms,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,9,5,912,918,2015,,,,,10.1007/s11783-015-0789-7,N,4,1/13/2017,
9200,"Elio, J.; Ortega, M. F.; Nisi, B.; Mazadiego, L. F.; Vaselli, O.; Caballero, J.; Quindos-Poncela, L. S.; Sainz-Fernandez, C.; Pous, J.",Evaluation of the applicability of four different radon measurement techniques for monitoring CO2 storage sites,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,41,,1,10,2015,,,,,10.1016/j.ijggc.2015.06.021,N,4,1/13/2017,
9201,"Cline, Lauren C.; Zak, Donald R.","Initial colonization, community assembly and ecosystem function: fungal colonist traits and litter biochemistry mediate decay rate",MOLECULAR ECOLOGY,24,19,5045,5058,2015,,,,,10.1111/mec.13361,N,4,1/13/2017,
9202,"Coulis, Mathieu; Fromin, Nathalie; David, Jean-Francois; Gavinet, Jordane; Clet, Alexandre; Devidal, Sebastien; Roy, Jacques; Haettenschwiler, Stephan",Functional dissimilarity across trophic levels as a driver of soil processes in a Mediterranean decomposer system exposed to two moisture levels,OIKOS,124,10,1304,1316,2015,,,,,10.1111/oik.01917,N,4,1/13/2017,
9203,Li MingXing; Ma ZhuGuo,Soil moisture drought detection and multi-temporal variability across China,SCIENCE CHINA-EARTH SCIENCES,58,10,1798,1813,2015,,,,,10.1007/s11430-015-5076-8,N,4,1/13/2017,
9204,"Oviedo-Ocana, E. R.; Torres-Lozada, P.; Marmolejo-Rebellon, L. F.; Hoyos, L. V.; Gonzales, S.; Barrena, R.; Komilis, D.; Sanchez, A.","Stability and maturity of biowaste composts derived by small municipalities: Correlation among physical, chemical and biological indices",WASTE MANAGEMENT,44,,63,71,2015,,,,,10.1016/j.wasman.2015.07.034,N,4,1/13/2017,
9205,"Banger, Kamaljit; Tian, Hanqin; Tao, Bo; Ren, Wei; Pan, Shufen; Dangal, Shree; Yang, Jia",Terrestrial net primary productivity in India during 1901-2010: contributions from multiple environmental changes,CLIMATIC CHANGE,132,4,575,588,2015,,,,,10.1007/s10584-015-1448-5,N,3,1/13/2017,
9206,"Constable, G. A.; Bange, M. P.",The yield potential of cotton (Gossypium hirsutum L.),FIELD CROPS RESEARCH,182,,98,106,2015,,,,,10.1016/j.fcr.2015.07.017,N,4,1/13/2017,
9207,"Jaafar, Noraini M.; Clode, Peta L.; Abbott, Lynette K.",Biochar-Soil Interactions in Four Agricultural Soils,PEDOSPHERE,25,5,729,736,2015,,,,,,N,4,1/13/2017,
9208,"Lanza, Giacomo; Wirth, Stephan; Gessler, Arthur; Kern, Juergen",Short-Term Response of Soil Respiration to Addition of Chars: Impact of Fermentation Post-Processing and Mineral Nitrogen,PEDOSPHERE,25,5,761,769,2015,,,,,,N,3,1/13/2017,
9209,"Wang, Congying; Anderson, Craig; Suarez-Abelenda, Manuel; Wang, Tao; Camps-Arbestain, Marta; Ahmad, Riaz; Herath, H. M. S. K.",The chemical composition of native organic matter influences the response of bacterial community to input of biochar and fresh plant material,PLANT AND SOIL,395,02-Jan,87,104,2015,,,,,10.1007/s11104-015-2621-3,N,4,1/13/2017,
9210,"Gong, Ji-Rui; Xu, Sha; Wang, Yihui; Luo, Qinpu; Liu, Min; Zhang, Wei","Effect of irrigation on the soil respiration of constructed grasslands in Inner Mongolia, China",PLANT AND SOIL,395,02-Jan,159,172,2015,,,Y,Y,10.1007/s11104-015-2534-1,N,1,1/13/2017,
9211,"Bonifacio, Eleonora; Petrillo, Marta; Petrella, Fabio; Tambone, Fulvia; Celi, Luisella",Alien red oak affects soil organic matter cycling and nutrient availability in low-fertility well-developed soils,PLANT AND SOIL,395,02-Jan,215,229,2015,,,,,10.1007/s11104-015-2555-9,N,3,1/13/2017,
